STORE_TYPE,STORE_NAME,ADDRESS_LINE1,CITY,STATE,ZIP,longitude,latitude,NBHD_NAME
Specialty Food Store,Alpine Sausage Co.,1272 W. Alaska Pl.,Denver,CO,,-105.003363,39.708189,Athmar Park
Specialty Food Store,Baker's Palace,550 S. Federal Blvd.,Denver,CO,,-105.024689,39.706649,Athmar Park
Specialty Food Store,La Noria Carniceria Taqueria,1931 W Mississippi Ave,Denver,CO,80223,-105.01173,39.697414,Athmar Park
Specialty Food Store,New Saigon Bakery & Deli,640 S. Federal Blvd.,Denver,CO,,-105.024691,39.704777,Athmar Park
Specialty Food Store,Panaderia Castaneda,1925 W. Mississippi Ave.,Denver,CO,,-105.01163,39.697336,Athmar Park
Specialty Food Store,Vinh Xyong Bakery,2370 W. Alameda Ave.,Denver,CO,,-105.015316,39.710956,Athmar Park
Superette,Store Perez  1 Carcineria,490 S Federal Blvd,Denver,CO,80219,-105.024692,39.707717,Athmar Park
Convenience Store With Gas,7-Eleven,567 E LOUISIANA AVE,Denver,CO,,-104.980747,39.693225,Platt Park
Convenience Store With Gas,Barn Store,1696 S BROADWAY,Denver,CO,,-104.987154,39.686022,Platt Park
Specialty Food Store,Azucar Sweet Shop & Bakery,1886 S Broadway,Denver,CO,,-104.987197,39.682478,Platt Park
Convenience Store,7-Eleven,2396 S FEDERAL BLVD,Denver,CO,,-105.024681,39.673642,College View - South Platte
Convenience Store,7-Eleven,2950 W EVANS AVE,Denver,CO,,-105.023673,39.678231,College View - South Platte
Convenience Store With Gas,Bradley Petroleum,1121 E ALAMEDA AVE,Denver,CO,,-104.97371,39.711354,Speer
Dollar Store,Family Dollar,460 Broadway,Denver,CO,80203,-104.987132,39.723507,Speer
Pharmacy,Walgreen,120 N BROADWAY,Denver,CO,,-104.987212,39.718942,Speer
Convenience Store With Gas,Conoco West Evans,2110 S FEDERAL BLVD,Denver,CO,,-105.024611,39.678227,College View - South Platte
Convenience Store With Gas,Diamond Shamrock,2680 S FEDERAL BLVD,Denver,CO,,-105.024686,39.668289,College View - South Platte
Convenience Store With Gas,United Mart,2098 S FEDERAL BLVD,Denver,CO,,-105.024599,39.679041,College View - South Platte
Dollar Store,Family Dollar,2792 S Federal Blvd,Denver,CO,80236,-105.024498,39.665958,College View - South Platte
Small Grocery Store,Campos Market,2135 W EVANS AVE,Denver,CO,,-105.01233,39.678958,College View - South Platte
Small Grocery Store,Super Carniceria Compare,2796 S Federal Blvd,Denver,CO,80236,-105.024497,39.665889,College View - South Platte
Specialty Food Store,Las 3 Americas Tortilleria,2170 S FEDERAL BLVD,Denver,CO,,-105.024578,39.677453,College View - South Platte
Convenience Store,7-Eleven,1450 S Santa Fe Dr,Denver,CO,,-104.991842,39.690383,Overland
Convenience Store With Gas,7-Eleven,1585 S BROADWAY,Denver,CO,,-104.987919,39.687813,Overland
Convenience Store With Gas,Barn Store,1201 S BROADWAY,Denver,CO,,-104.987845,39.694497,Overland
Convenience Store With Gas,Circle K,411 W Florida Ave,Denver,CO,,-104.993027,39.689902,Overland
Convenience Store With Gas,AA&H Diamond,2360 W. Mississippi Ave.,Denver,CO,,-105.015255,39.696475,Ruby Hill
Convenience Store With Gas,Florida Gas Station,1498 S FEDERAL BLVD,Denver,CO,,-105.024597,39.689751,Ruby Hill
Convenience Store With Gas,Texaco (Super Save),1506 S FEDERAL BLVD,Denver,CO,,-105.024568,39.68924,Ruby Hill
Dollar Store,Family Dollar,1320 S Federal Blvd,Denver,CO,80219,-105.024278,39.692229,Ruby Hill
Small Grocery Store,Store Perez,1798 W Mississippi Ave,Denver,CO,80223,-105.008432,39.69646,Ruby Hill
Small Grocery Store,Lowes Mercado,1320 S Federal Blvd,Denver,CO,80219,-105.024279,39.692228,Ruby Hill
Specialty Food Store,Tortilleria Colorado,2050 W. Mississippi Ave.,Denver,CO,,-105.013339,39.696508,Ruby Hill
Convenience Store,First Avenue Market,305 W 1st Ave,Denver,CO,80223,-104.99238,39.718495,Baker
Convenience Store,La Tiendita,713 W 4th Ave,Denver,CO,80223,-104.996832,39.722832,Baker
Convenience Store,Sunrise Foods,421 W 4TH AVE,Denver,CO,,-104.993653,39.722832,Baker
Convenience Store With Gas,7-Eleven,303 N SANTA FE DR,Denver,CO,,-104.998948,39.721191,Baker
Convenience Store With Gas,7-Eleven,303 N BROADWAY,Denver,CO,,-104.987987,39.721292,Baker
Convenience Store With Gas,7-Eleven,85 W. Alameda Ave.,Denver,CO,,-104.989619,39.711488,Baker
Convenience Store With Gas,Barn Store,295 S BROADWAY,Denver,CO,,-104.98798,39.711519,Baker
Dollar Store,Dollar Tree,407 S Broadway # 400,Denver,CO,80209,-104.987624,39.709042,Baker
Supermarket,Albertsons,323 S Broadway,Denver,CO,80209,-104.987652,39.710492,Baker
Specialty Food Store,Colorado Nut Company,2 N. Kalamath St.,Denver,CO,,-104.999843,39.716841,Baker
Specialty Food Store,Denver Urban Homesteading,200 N SANTA FE DR,Denver,CO,,-104.99827,39.719566,Baker
Specialty Food Store,Lamar's Donuts,990 W. 6th Ave.,Denver,CO,,-104.99955,39.725465,Baker
Warehouse Club Store,Sams Club,505 S Broadway,Denver,CO,80209,-104.98769,39.707349,Baker
Small Grocery Store,Sprouts Farmers Market,197 E Mississippi Ave,Denver,CO,80209,-104.985286,39.696866,Washington Park West
Supermarket,Whole Foods,1111 S Washington St,Denver,CO,80210,-104.979828,39.695707,Washington Park West
Convenience Store With Gas,7-Eleven,607 E ALAMEDA AVE,Denver,CO,,-104.980187,39.711262,Speer
Specialty Food Store,Panaderia Mexico,3637 W 1ST AVE,Denver,CO,,-105.035754,39.718394,Barnum
Superette,Carniceria Zacatecas,70 Knox Ct,Denver,CO,80219,-105.032103,39.717874,Barnum
Convenience Store With Gas,AB Petroleum,502 N SHERIDAN BLVD,Denver,CO,,-105.052758,39.724332,Barnum West
Small Grocery Store,Carniceria Guadalajara,5185 W 1st Ave,Denver,CO,80219,-105.052728,39.718594,Barnum West
Convenience Store,Villa Park Market,1000 Knox Ct,Denver,CO,80204,-105.031798,39.733181,Villa Park
Convenience Store With Gas,Bradley Petroleum,1015 N SHERIDAN BLVD,Denver,CO,,-105.053571,39.733348,Villa Park
Dollar Store,Family Dollar,998 Sheridan Blvd,Denver,CO,80214,-105.052615,39.732877,Villa Park
Small Grocery Store,Fruteria LA Mexicana,706 Sheridan Blvd,Denver,CO,80214,-105.052572,39.728345,Villa Park
Small Grocery Store,Perry Market,3925 W 6TH AVE,Denver,CO,,-105.03902,39.725867,Villa Park
Convenience Store,7-Eleven,3445 W Colfax Ave,Denver,CO,,-105.032772,39.740619,West Colfax
Convenience Store,7-Eleven,1490 N PERRY ST,Denver,CO,,-105.038966,39.740065,West Colfax
Convenience Store,Q Superette K,3519 W COLFAX AVE,Denver,CO,,-105.033857,39.740617,West Colfax
Dollar Store,Family Dollar,1845 Federal Blvd # B,Denver,CO,80204,-105.025248,39.745646,West Colfax
Closed Small Grocery Store,Mi Pueblo Market,3200 West Colfax,,,,-105.0279211,39.739915,West Colfax
Convenience Store,American Way Market,1115 W 11th Ave,Denver,CO,80204,-105.002033,39.733811,Lincoln Park
Convenience Store,Rio Grande Grocery Store,1133 W 8th Ave,Denver,CO,80204,-105.002436,39.729132,Lincoln Park
Convenience Store,Santa Fe Convenience Store,698 N SANTA FE DR,Denver,CO,,-104.998287,39.727135,Lincoln Park
Convenience Store,U Mart Food Store,925 W 8th Ave,Denver,CO,80204,-104.999236,39.729113,Lincoln Park
Convenience Store With Gas,7-Eleven,1107 N. Santa Fe Dr.,Denver,CO,,-104.99891,39.733957,Lincoln Park
Convenience Store With Gas,AB Petroleum,620 N SANTA FE DR,Denver,CO,,-104.998283,39.726171,Lincoln Park
Convenience Store With Gas,Circle K,1300 W. Colfax Ave.,Denver,CO,,-105.003606,39.739656,Lincoln Park
Pharmacy,Smith's Food & Drug Ctr,869 Santa Fe Dr,Denver,CO,80204,-104.998827,39.730217,Lincoln Park
Supermarket,King Soopers,1331 Speer Blvd,Denver,CO,80204,-104.997834,39.737656,Lincoln Park
Convenience Store With Gas,K-Stop Gas and Groceries,4305 S LOWELL BLVD,Denver,CO,,-105.035098,39.638189,Fort Logan
Convenience Store,7-Eleven,2790 S WADSWORTH BLVD,Denver,CO,,-105.080714,39.665716,Bear Valley
Convenience Store With Gas,1st Stop,2900 S WADSWORTH BLVD,Denver,CO,,-105.080782,39.663939,Bear Valley
Convenience Store With Gas,Bear Valley Conoco,3097 S SHERIDAN BLVD,Denver,CO,,-105.053595,39.65649,Bear Valley
Supermarket,Walmart,3125 S Sheridan Blvd,Denver,CO,80227,-105.054417,39.655333,Bear Valley
Convenience Store With Gas,Bradley Petroleum,5100 W DARTMOUTH AVE,Denver,CO,,-105.049785,39.656275,Harvey Park South
Dollar Store,Dollar Tree,3100 S Sheridan Blvd,Denver,CO,80227,-105.052766,39.654617,Harvey Park South
Supermarket,King Soopers,3100 S Sheridan Blvd # 200,Denver,CO,80227,-105.048303,39.655654,Harvey Park South
Convenience Store,7-Eleven,2201 S SHERIDAN BLVD,Denver,CO,,-105.053673,39.675409,Harvey Park
Convenience Store With Gas,Country Gas,3100 W JEWELL AVE,Denver,CO,,-105.025915,39.680409,Harvey Park
Convenience Store With Gas,Phillips Petroleum Co,1901 S SHERIDAN BLVD,Denver,CO,,-105.053721,39.681918,Harvey Park
Dollar Store,Family Dollar,2085 S Federal Blvd,Denver,CO,80219,-105.026128,39.680382,Harvey Park
Small Grocery Store,Leever's / Save A Lot,1951 S Federal Blvd,Denver,CO,80219,-105.026088,39.680444,Harvey Park
Closed Supermarket,Safeway,1955 S Sheridan Blvd,Denver,CO,80227,-105.054618,39.681331,Harvey Park
Specialty Food Store,Encanto Botanica,2039 S Federal Blvd,Denver,CO,80219,-105.026128,39.680382,Harvey Park
Specialty Food Store,San Antonia Fresh Mexican Bakery & Juice Bar,2007 S FEDERAL BLVD,Denver,CO,,-105.026128,39.680382,Harvey Park
Specialty Food Store,Nooch Vegan Market,10 E Ellsworth Ave,Denver,CO,80209,-104.987035,39.716467,Speer
Convenience Store,Vincent Convenience Market,1906 E COLFAX AVE,Denver,CO,,-104.964408,39.739861,Cheesman Park
Dollar Store,Family Dollar,1700 E Colfax Ave,Denver,CO,80218,-104.966873,39.73968,Cheesman Park
Pharmacy,Walgreen,2000 E COLFAX AVE,Denver,CO,,-104.963127,39.739432,Cheesman Park
Convenience Store With Gas,AB Petroleum,303 S COLORADO BLVD,Denver,CO,,-104.941064,39.711075,Belcaro
Convenience Store With Gas,Waterway Gas & Wash,3875 E CHERRY CREEK NORTH DR,Denver,CO,,-104.941826,39.707729,Belcaro
Convenience Store With Gas,Conoco,505 E SPEER BLVD,Denver,CO,,-104.980738,39.722298,Speer
Supermarket,Safeway,560 Corona St,Denver,CO,80218,-104.973509,39.724981,Speer
Supermarket,Trader Joe's,661 Logan Street,Denver,CO,80203,-104.982416,39.726632,Speer
Convenience Store With Gas,7-Eleven,580 N JOSEPHINE ST,Denver,CO,,-104.95793,39.725418,Cherry Creek
Pharmacy,Rite Aid,3112 E 1ST AVE,Denver,CO,,-104.951081,39.7174,Cherry Creek
Small Grocery Store,Continental's Deli,250 N STEELE ST,Denver,CO,,-104.949465,39.720399,Cherry Creek
Supermarket,Whole Foods,2375 E 1st Ave # West,Denver,CO,80206,-104.956783,39.718799,Cherry Creek
Specialty Food Store,Duke's Corner Store,2727 E 2nd Ave,Denver,CO,80206,-104.954959,39.719513,Cherry Creek
Specialty Food Store,Penzeys Spices,200 Fillmore St,Denver,CO,80206,-104.953099,39.719793,Cherry Creek
Specialty Food Store,Truffle,2906 E 6th Ave,Denver,CO,80206,-104.953133,39.725492,Cherry Creek
Specialty Food Store,Oliver's Meat Market,1718 E 6th Ave,Denver,CO,80218,-104.966604,39.725452,Country Club
Convenience Store With Gas,Conoco,785 N COLORADO BLVD,Denver,CO,,-104.941079,39.72879,Congress Park
Pharmacy,Capitol Heights Pharmacy,1200 N MADISON ST,Denver,CO,,-104.945841,39.735258,Congress Park
Small Grocery Store,Pappas Grocery Store - 12th Avenue Market & Deli,2620 E 12th Ave,Denver,CO,80206,-104.955825,39.735051,Congress Park
Specialty Food Store,New World Cheese,2504 E Colfax Ave,Denver,CO,,-104.957134,39.739978,Congress Park
Convenience Store,7-Eleven,1090 N OGDEN ST,Denver,CO,,-104.97501,39.733512,Capitol Hill
Convenience Store,7-Eleven,1000 E COLFAX AVE,Denver,CO,,-104.975104,39.73986,Capitol Hill
Convenience Store,Capitol Hill Market,638 E Colfax Ave,Denver,CO,80203,-104.979001,39.739775,Capitol Hill
Convenience Store,City Store,1100 Broadway,Denver,CO,80203,-104.987263,39.733915,Capitol Hill
Convenience Store,Jack Market,518 E COLFAX AVE,Denver,CO,,-104.980646,39.73984,Capitol Hill
Convenience Store,Zak Market,424 E COLFAX AVE,Denver,CO,,-104.981487,39.739734,Capitol Hill
Supermarket,King Soopers,1155 E 9th Ave # A,Denver,CO,80218,-104.973777,39.731541,Capitol Hill
Supermarket,Whole Foods,900 E 11th Ave,Denver,CO,80218,-104.975844,39.733266,Capitol Hill
Specialty Food Store,Tony's Market,950 N BROADWAY,Denver,CO,,-104.987018,39.73136,Capitol Hill
Convenience Store,7-Eleven,551 E COLFAX AVE,Denver,CO,,-104.980399,39.740145,North Capitol Hill
Convenience Store,7-Eleven,1690 N PEARL ST,Denver,CO,,-104.979603,39.743017,North Capitol Hill
Convenience Store,Russell's,1670 N BROADWAY,Denver,CO,,-104.986656,39.74284,North Capitol Hill
Convenience Store,Russell's,1700 N BROADWAY,Denver,CO,,-104.986921,39.743585,North Capitol Hill
Convenience Store,7-Eleven,10010 E GIRARD AVE,Denver,CO,,-104.871739,39.65441,Hampden
Convenience Store,Dos Cunados,10101 E HAMPDEN AVE,Denver,CO,,-104.870051,39.653775,Hampden
Convenience Store With Gas,Conoco/Circle K,3495 S MONACO PKWY,Denver,CO,,-104.912999,39.65444,Hampden
Pharmacy,Walgreen,6200 E COLFAX AVE,Denver,CO,,-104.915703,39.73961,Montclair
Supermarket,King Soopers,1355 Krameria St,Denver,CO,80220,-104.916209,39.738511,Montclair
Supermarket,Safeway,6220 E 14th Ave # 1,Denver,CO,80220,-104.915592,39.737532,Montclair
Specialty Food Store,Awash Grocery Store,1440 Poplar St,Denver,CO,80220,-104.904421,39.739527,Montclair
Small Grocery Store,Marczyk Fine Foods,5100 E COLFAX AVE,Denver,CO,,-104.927749,39.73979,Hale
Supermarket,Trader Joe's,790 Colorado Blvd,Denver,CO,80206,-104.940427,39.729023,Hale
Specialty Food Store,Shola Market,4218 E Colfax Ave,Denver,CO,80220,-104.937898,39.739969,Hale
Specialty Food Store,Tienda Salvadorena,5128 E Colfax Ave,Denver,CO,80220,-104.927234,39.73979,Hale
Convenience Store,7-Eleven,1103 N YOSEMITE ST,Denver,CO,,-104.885026,39.733062,East Colfax
Convenience Store,East African Convenience,8212 E COLFAX AVE,Denver,CO,,-104.892472,39.74,East Colfax
Convenience Store,T's Food Market,8332 E Colfax Ave,Denver,CO,80220,-104.890855,39.739876,East Colfax
Convenience Store,Syracuse Market,1131 N SYRACUSE ST,Denver,CO,,-104.899149,39.733714,East Colfax
Specialty Food Store,New Discount Stores,1133 Yosemite St # C,Denver,CO,80220,-104.884727,39.733748,East Colfax
Superette,Family Asia Market,8800 E Colfax Ave,Denver,CO,80220,-104.885479,39.739857,East Colfax
Convenience Store,7-Eleven,750 S MONACO PKWY,Denver,CO,,-104.912772,39.703074,Washington Virginia Vale
Convenience Store With Gas,Diamond Shamrock/Corner Store,990 S MONACO STREET PKWY,Denver,CO,,-104.912433,39.698757,Washington Virginia Vale
Convenience Store With Gas,Gas Plus,800 S MONACO STREET PKWY,Denver,CO,,-104.912387,39.702106,Washington Virginia Vale
Convenience Store With Gas,Shop Fast,6504 E ALAMEDA AVE,Denver,CO,,-104.912508,39.710941,Washington Virginia Vale
Dollar Store,Dollar Tree,600 S Holly St # 105,Denver,CO,80246,-104.9215,39.705918,Washington Virginia Vale
Small Grocery Store,M & I International Market,909 S ONEIDA ST,Denver,CO,,-104.909009,39.699734,Washington Virginia Vale
Small Grocery Store,Marhaba International Market,6879 LEETSDALE DR,Denver,CO,,-104.908695,39.700679,Washington Virginia Vale
Small Grocery Store,Merhaba International Market,6879 Leetsdale Dr,Denver,CO,80224,-104.908695,39.700679,Washington Virginia Vale
Small Grocery Store,Natural Grocer - Vitamin Cottage,5231 Leetsdale Dr,Denver,CO,80246,-104.926096,39.708494,Washington Virginia Vale
Supermarket,King Soopers,890 S Monaco Pkwy,Denver,CO,80224,-104.912715,39.700541,Washington Virginia Vale
Specialty Food Store,Dulce & Canela Bakery,6625 LEETSDALE DR UNIT B,Denver,CO,80224,-104.911291,39.702246,Washington Virginia Vale
Specialty Food Store,European Mart,5225 LEETSDALE DR,Denver,CO,,-104.926743,39.708454,Washington Virginia Vale
Specialty Food Store,Les Delices De Paris,600 S HOLLY ST #101,Denver,CO,80246,-104.9215,39.705918,Washington Virginia Vale
Supermarket,Albertsons,200 Quebec St # 400,Denver,CO,80230,-104.902587,39.720886,Lowry Field
Specialty Food Store,Savory Spice Shop,200 Quebec St # 600-101,Denver,CO,80230,-104.903447,39.72043,Lowry Field
Specialty Food Store,Tippett Beef Patti,7525 E 1st Pl,Denver,CO,80230,-104.899833,39.720467,Lowry Field
Convenience Store With Gas,Blue Nile Gas Express - Ivory Market,10890 E DARTMOUTH AVE,Denver,CO,,-104.860755,39.659721,Kennedy
Convenience Store,Sara Grocery & Laundry,1330 W 38th Ave,Denver,CO,80211,-105.002609,39.769106,Highland
Convenience Store,7-Eleven,4770 W COLFAX AVE,Denver,CO,,-105.04773,39.74013,West Colfax
Small Grocery Store,Sprouts Farmers Market,4700 W 38th Ave # B,Denver,CO,80212,-105.047643,39.769339,West Highland
Convenience Store,TT Food Mart,4400 W 29TH AVE,Denver,CO,,-105.044311,39.758209,Sloan Lake
Convenience Store With Gas,Diamond Shamrock,7045 E HAMPDEN AVE,Denver,CO,,-104.907417,39.653467,Hampden
Convenience Store With Gas,Shell,7285 E HAMPDEN AVE,Denver,CO,,-104.904028,39.653532,Hampden
Convenience Store With Gas,Twin Star Energy,8899 E HAMPDEN AVE,Denver,CO,,-104.887317,39.653527,Hampden
Supermarket,Safeway,6440 E Yale Ave,Denver,CO,80222,-104.913291,39.666283,Hampden
Supermarket,Target,7777 E Hampden Ave,Denver,CO,80231,-104.900178,39.654964,Hampden
Convenience Store,7-Eleven,4990 E HAMPDEN AVE,Denver,CO,,-104.929382,39.652732,Southmoor Park
Supermarket,Safeway,4950 E Hampden Ave,Denver,CO,80222,-104.929801,39.652196,Southmoor Park
Specialty Food Store,Duffey's Bakery,4994 E HAMPDEN AVE,Denver,CO,80222,-104.929084,39.652295,Southmoor Park
Convenience Store,7-Eleven,4351 S TAMARAC PKWY,Denver,CO,,-104.895058,39.637656,Hampden South
Convenience Store With Gas,Circle K,3595 S YOSEMITE ST,Denver,CO,,-104.885319,39.651349,Hampden South
Convenience Store With Gas,Conoco Yosemite,8900 E HAMPDEN AVE,Denver,CO,,-104.88434,39.652782,Hampden South
Dollar Store,Dollar Tree,8000 E Quincy Ave,Denver,CO,80237,-104.896945,39.637715,Hampden South
Dollar Store,Family Dollar,8962 E Hampden Ave,Denver,CO,80231,-104.883264,39.652019,Hampden South
Pharmacy,Walgreen,7190 E HAMPDEN AVE,Denver,CO,,-104.905079,39.652645,Hampden South
Supermarket,King Soopers,6470 E Hampden Ave,Denver,CO,80222,-104.914327,39.653043,Hampden South
Supermarket,Whole Foods,7400 E Hampden Ave # D-1,Denver,CO,80231,-104.900591,39.652928,Hampden South
Specialty Food Store,Omaha Steak Stores,6300 E Hampden Ave # J,Denver,CO,80222,-104.916267,39.65215,Hampden South
Convenience Store,7-Eleven,2100 S Holly St,Denver,CO,,-104.921859,39.678145,Goldsmith
Convenience Store,Monaco Mini Market,2200 S MONACO PKWY,Denver,CO,,-104.912748,39.676955,Goldsmith
Convenience Store With Gas,Conoco/Circle K,2100 S MONACO PKWY,Denver,CO,,-104.912747,39.677388,Goldsmith
Convenience Store With Gas,Solo Gas,2690 S MONACO PKWY,Denver,CO,,-104.912786,39.668593,Goldsmith
Dollar Store,Dollar Tree,2223 S Monaco Pkwy # E8,Denver,CO,80222,-104.912959,39.676756,Goldsmith
Pharmacy,Walgreen,6360 E EVANS AVE,Denver,CO,,-104.914198,39.678204,Goldsmith
Small Grocery Store,Jerusalem International Market,5470 E Evans Ave,Denver,CO,80222,-104.924304,39.678231,Goldsmith
Closed Small Grocery Store,Walmart Neighborhood Market,2253 S Monaco Pkwy,Denver,CO,80222,-104.913002,39.676501,Goldsmith
Specialty Food Store,Crumbles Bakery,2200 S MONACO PKWY,Denver,CO,,-104.912748,39.676955,Goldsmith
Specialty Food Store,Dijla Halal Market,4770 E Evans Ave,Denver,CO,80222,-104.932037,39.678288,Goldsmith
Convenience Store With Gas,Diamond Shamrock,2210 S COLORADO BLVD,Denver,CO,,-104.940258,39.676403,University Hills
Small Grocery Store,Middle East Market,2254 S Colorado Blvd,Denver,CO,80222,-104.94035,39.675458,University Hills
Small Grocery Store,Sprouts Farmers Market,2880 S Colorado Blvd,Denver,CO,80222,-104.940546,39.663855,University Hills
Supermarket,King Soopers,2750 S Colorado Blvd,Denver,CO,80222,-104.937305,39.666538,University Hills
Specialty Food Store,Sawa Meat & Sausage,2318 S Colorado Blvd,Denver,CO,80222,-104.940146,39.674308,University Hills
Convenience Store,Signature Foods - Karen's ,1120 Yosemite St,Denver,CO,80220,-104.884692,39.733516,Outside Denver
Convenience Store,Russell's,1775 N SHERMAN ST,Denver,CO,,-104.985175,39.744538,North Capitol Hill
Convenience Store,Russell's,1560 BROADWAY,Denver,CO,,-104.986766,39.741336,North Capitol Hill
Convenience Store,Uptown Market,1999 N PENNSYLVANIA ST,Denver,CO,,-104.981423,39.746987,North Capitol Hill
Convenience Store,Urban Express,1550 N BROADWAY,Denver,CO,,-104.986729,39.741231,North Capitol Hill
Small Grocery Store,Marczyk Fine Foods,770 E 17th Ave,Denver,CO,80203,-104.977918,39.742991,North Capitol Hill
Convenience Store With Gas,7-Eleven,1600 E EVANS AVE,Denver,CO,,-104.968437,39.678252,University
Convenience Store With Gas,Conoco,2001 S UNIVERSITY BLVD,Denver,CO,,-104.959766,39.679981,University
Small Grocery Store,Walgreen,1235 E EVANS AVE,Denver,CO,,-104.972589,39.679443,University
Supermarket,Safeway,2150 S Downing St,Denver,CO,80210,-104.972513,39.677622,University
Specialty Food Store,Adventist Book Center,2520 S DOWNING ST,Denver,CO,,-104.973155,39.670699,University
Pharmacy,Todd's Pharmacy,850 E HARVARD AVE,Denver,CO,,-104.977751,39.670294,Rosedale
Specialty Food Store,Mountain Man,2276 S Sherman St,Denver,CO,80210,-104.984623,39.675494,Rosedale
Convenience Store With Gas,7-Eleven,2410 S UNIVERSITY BLVD,Denver,CO,,-104.958993,39.672782,University Park
Convenience Store With Gas,Weaver's Automotive,2945 E EVANS AVE,Denver,CO,,-104.952641,39.678723,University Park
Convenience Store,1st Stop,1970 S HOLLY ST,Denver,CO,,-104.921912,39.68091,Virginia Village
Convenience Store,Farm Crest Milk Stores,1970 S Holly St,Denver,CO,80222,-104.921912,39.68091,Virginia Village
Convenience Store With Gas,All American Gas,1510 S HOLLY ST,Denver,CO,,-104.921923,39.689072,Virginia Village
Convenience Store With Gas,Circle K,1600 S COLORADO BLVD,Denver,CO,,-104.940238,39.687151,Virginia Village
Convenience Store With Gas,Conoco/Circle K,1696 S COLORADO BLVD,Denver,CO,,-104.940237,39.685987,Virginia Village
Convenience Store With Gas,Fast & Friendly Food Mart,5595 E FLORIDA AVE,Denver,CO,,-104.922743,39.689587,Virginia Village
Dollar Store,Family Dollar,1467 S Holly St,Denver,CO,80222,-104.923461,39.68998,Virginia Village
Small Grocery Store,East Europe Market,4015 E ARKANSAS AVE,Denver,CO,,-104.939846,39.691303,Virginia Village
Specialty Food Store,Atlanta Bread Company,950 S CHERRY ST,Denver,CO,,-104.933488,39.698921,Virginia Village
Specialty Food Store,Detour Bakery,1479 S HOLLY ST,Denver,CO,,-104.923576,39.689797,Virginia Village
Convenience Store With Gas,Holiday Auto Care - Shamrock,1465 S COLORADO BLVD,Denver,CO,,-104.941008,39.690902,Cory - Merrill
Convenience Store With Gas,Loaf N Jug,1499 S COLORADO BLVD,Denver,CO,,-104.940892,39.689577,Cory - Merrill
Pharmacy,Bonnie Brae Drug Store,2700 E LOUISIANA AVE,Denver,CO,,-104.954379,39.692799,Cory - Merrill
Supermarket,Safeway,1653 S Colorado Blvd,Denver,CO,80222,-104.940861,39.6866,Cory - Merrill
Convenience Store With Gas,7-Eleven,4085 E MISSISSIPPI AVE,Denver,CO,,-104.939994,39.696827,Belcaro
Supermarket,King Soopers,825 S Colorado Blvd,Denver,CO,80246,-104.940843,39.701504,Belcaro
Convenience Store With Gas,Diamond Shamrock,300 S DOWNING ST,Denver,CO,,-104.973077,39.710888,Washington Park
Small Grocery Store,Fooducopia,1939 E Kentucky Ave,Denver,CO,80209,-104.964217,39.700323,Washington Park
Small Grocery Store,Joe's Meat & Produce,970 S Oneida St # 10-A,Denver,CO,80224,-104.907522,39.69888,Washington Virginia Vale
Convenience Store With Gas,Diamond Shamrock,10098 E ALAMEDA AVE,Denver,CO,,-104.871086,39.70956,Windsor
Pharmacy,Walgreen,950 S QUEBEC ST,Denver,CO,,-104.902812,39.699214,Windsor
Small Grocery Store,Pete's Fruits & Vegetables,5606 E Cedar Ave,Denver,CO,80224,-104.922029,39.712883,Hilltop
Convenience Store,7-10 Market,7200 E COLFAX AVE,Denver,CO,,-104.904258,39.739871,Montclair
Convenience Store,7-Eleven,7295 E 7TH AVE,Denver,CO,,-104.903897,39.727094,Montclair
Convenience Store,Monaco Grocery,6622 E COLFAX AVE,Denver,CO,,-104.91082,39.739734,Montclair
Convenience Store With Gas,Beth Shell,6390 E COLFAX AVE,Denver,CO,,-104.914279,39.739872,Montclair
Convenience Store With Gas,Safeway Fuel,6130 E 14TH AVE,Denver,CO,,-104.916484,39.738079,Montclair
Supermarket,Safeway,201 E Jefferson Ave,Englewood,CO,80113,-104.984422,39.6518,Outside Denver
Supermarket,Safeway,12200 E Mississippi Ave,Aurora,CO,80012,-104.84594,39.696025,Outside Denver
Supermarket,Safeway,3900 Wadsworth Blvd,Wheat Ridge,CO,80033,-105.080137,39.771096,Outside Denver
Supermarket,Viet Hoa Supermarket,225 S Sheridan Blvd # B,Lakewood,CO,80226,-105.054839,39.712605,Outside Denver
Supermarket,Walmart,3615 W Bowles Ave,Littleton,CO,80123,-105.034773,39.610526,Outside Denver
Closed Supermarket,Walmart,8196 W Bowles Ave,Littleton,CO,80123,-105.090215,39.608072,Outside Denver
Supermarket,Whole Foods,870 S Colorado Blvd # A,Denver,CO,80246,-104.939495,39.700906,Outside Denver
Supermarket,Whole Foods,444 S Wadsworth Blvd,Lakewood,CO,80226,-105.081349,39.708021,Outside Denver
Supermarket,Whole Foods,5155 S Wadsworth Blvd,Littleton,CO,80123,-105.0915,39.622935,Outside Denver
Supermarket,Won's Market,105 Sheridan Blvd,Lakewood,CO,80226,-105.053321,39.719193,Outside Denver
Closed Supermarket,Leever's / Save A Lot,6601 W. COLFAX AVE,Lakewood,CO,80214,-105.069723,39.740386,Outside Denver
Specialty Food Store,Denver Halal Market,10200 E Mississippi Ave # C,Denver,CO,80247,-104.869098,39.696473,Outside Denver
Superette,Carniceria la Jerezana,1148 Yosemite St,Denver,CO,80220,-104.884692,39.733516,Outside Denver
Superette,Village East Grocery Store,1161 S Peoria St,Aurora,CO,80012,-104.847535,39.695645,Outside Denver
